Format Version,1.21,Capture Start Time,2016-02-19 05.16.24.248 PM,Total Frames in Take,Take Name,Best with last video taken on camera Take 2016-02-19 05.16.24 PM,Capture Frame Rate,4269,Total Exported Frames,4269,120,Export Frame Rate,120,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,,,,,,
,,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Top away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Ridge away from port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Top close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,MarkerSet:Ridge close to port,,,,,,
,,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000001,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000002,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000000,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,8392B20CF49E3571480B06D800000003,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,,Position,Position,,,,,,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,
3614,30.116667,0.026249,0.089705,0.030044,0.014999,0.08864,0.044129,0.045388,0.089332,0.051068,0.031625,0.088695,0.061333,,,,,,
3615,30.125,0.026246,0.089714,0.030051,0.014997,0.088635,0.044132,0.04539,0.089333,0.051061,0.031629,0.088689,0.061331,,,,,,
3616,30.133333,0.026242,0.089708,0.03005,0.014997,0.088637,0.044131,0.045388,0.089338,0.051062,0.031624,0.088694,0.061332,,,,,,
3617,30.141667,0.026237,0.08972,0.030049,0.014992,0.08864,0.044134,0.045377,0.08933,0.051056,0.031622,0.088693,0.061329,,,,,,
3618,30.15,0.02623,0.089716,0.03005,0.014988,0.088643,0.044132,0.045378,0.089337,0.05106,0.031627,0.088688,0.061331,,,,,,
3619,30.158333,0.026232,0.089717,0.030046,0.014991,0.088642,0.044133,0.045386,0.089342,0.051064,0.031623,0.088696,0.061331,,,,,,
3620,30.166667,0.026231,0.089712,0.030045,0.014992,0.088639,0.04413,0.045381,0.089335,0.051063,0.031621,0.088694,0.06133,,,,,,
3621,30.175,0.026232,0.08971,0.030042,0.014989,0.088639,0.044128,0.045385,0.089332,0.05106,0.03162,0.088691,0.061331,,,,,,
3622,30.183333,0.02623,0.089713,0.030041,0.014985,0.08864,0.044127,0.045383,0.089337,0.051065,0.031625,0.088693,0.06133,,,,,,
3623,30.191667,0.026231,0.089715,0.030043,0.014988,0.088645,0.044122,0.045384,0.089329,0.051057,0.031628,0.088695,0.061332,,,,,,
3624,30.2,0.026235,0.089708,0.030033,0.014985,0.088644,0.044122,0.045393,0.089332,0.05106,0.031625,0.088696,0.06133,,,,,,
3625,30.208333,0.026226,0.089716,0.030033,0.014984,0.088639,0.04412,0.045396,0.089344,0.051059,0.031625,0.088693,0.061328,,,,,,
3626,30.216667,0.026221,0.089714,0.030029,0.014977,0.088638,0.04412,0.045389,0.089335,0.051058,0.031625,0.088696,0.061328,,,,,,
3627,30.225,0.026206,0.089713,0.030032,0.014968,0.088641,0.04413,0.045384,0.089338,0.05106,0.031624,0.08869,0.061332,,,,,,
3628,30.233333,0.026188,0.089718,0.030038,0.014961,0.088639,0.044132,0.045371,0.089342,0.051067,0.031624,0.088687,0.061341,,,,,,
3629,30.241667,0.026177,0.089713,0.030043,0.014944,0.088632,0.044136,0.045364,0.089349,0.051066,0.031616,0.088684,0.061341,,,,,,
3630,30.25,0.026162,0.089714,0.030055,0.014932,0.088621,0.044146,0.045368,0.089361,0.051062,0.03161,0.088681,0.061347,,,,,,
3631,30.258333,0.026151,0.089721,0.03006,0.014925,0.088623,0.044144,0.045366,0.089362,0.051064,0.031608,0.088675,0.06135,,,,,,
3632,30.266667,0.026149,0.089725,0.030064,0.01493,0.088629,0.044154,0.045349,0.089353,0.051058,0.031605,0.088679,0.061353,,,,,,
3633,30.275,0.026151,0.089718,0.030061,0.014927,0.088631,0.044153,0.045356,0.089357,0.051063,0.031608,0.088674,0.061347,,,,,,
3634,30.283333,0.026146,0.089726,0.030059,0.014923,0.088618,0.044155,0.045355,0.089353,0.051064,0.031611,0.088671,0.06135,,,,,,
3635,30.291667,0.026148,0.089723,0.030061,0.014922,0.088618,0.04415,0.045351,0.089353,0.051061,0.031602,0.088668,0.061349,,,,,,
3636,30.3,0.026146,0.089723,0.030054,0.014926,0.088622,0.044145,0.045358,0.089345,0.051063,0.031611,0.088675,0.061345,,,,,,
3637,30.308333,0.026144,0.089721,0.030048,0.014933,0.088621,0.044136,0.045356,0.089354,0.051067,0.031607,0.088681,0.06134,,,,,,
3638,30.316667,0.026152,0.089718,0.030042,0.014932,0.088625,0.04413,0.045374,0.08936,0.051065,0.031611,0.088684,0.061338,,,,,,
3639,30.325,0.026153,0.089713,0.030032,0.014932,0.088629,0.044123,0.045365,0.089349,0.051057,0.031614,0.088685,0.061336,,,,,,
3640,30.333333,0.026159,0.089715,0.030022,0.014929,0.088625,0.044117,0.045374,0.089363,0.051058,0.031613,0.088684,0.061333,,,,,,
3641,30.341667,0.026157,0.089717,0.030022,0.014928,0.088631,0.044114,0.045373,0.089355,0.051055,0.031618,0.088686,0.061334,,,,,,
3642,30.35,0.026164,0.089725,0.030021,0.014932,0.088636,0.044115,0.045376,0.089356,0.051059,0.031621,0.088692,0.061331,,,,,,
3643,30.358333,0.026163,0.089718,0.030012,0.014935,0.088633,0.044115,0.045379,0.089354,0.051058,0.031621,0.08869,0.06133,,,,,,
3644,30.366667,0.026166,0.089716,0.030011,0.014935,0.088634,0.044111,0.045386,0.089351,0.05106,0.031618,0.088689,0.061326,,,,,,
3645,30.375,0.026171,0.089718,0.030008,0.01494,0.088629,0.04411,0.045385,0.089342,0.051063,0.031623,0.088687,0.061326,,,,,,
3646,30.383333,0.026173,0.089715,0.030006,0.014937,0.088631,0.044104,0.045385,0.08934,0.051061,0.031625,0.088689,0.06133,,,,,,
3647,30.391667,0.026168,0.089711,0.030002,0.014931,0.088635,0.0441,0.045383,0.089342,0.051053,0.031624,0.088684,0.061325,,,,,,
3648,30.4,0.026168,0.089713,0.029997,0.014932,0.088634,0.044099,0.045393,0.089344,0.051064,0.03162,0.088693,0.061321,,,,,,
3649,30.408333,0.026173,0.089713,0.029998,0.014938,0.08863,0.04409,0.045389,0.089347,0.051057,0.031621,0.08869,0.061321,,,,,,
3650,30.416667,0.026173,0.089709,0.029992,0.014936,0.088636,0.044089,0.045388,0.089338,0.051054,0.031622,0.088694,0.061317,,,,,,
3651,30.425,0.026171,0.089711,0.029988,0.01494,0.088632,0.044084,0.045386,0.089336,0.051047,0.031622,0.088695,0.061317,,,,,,
3652,30.433333,0.026169,0.089709,0.029988,0.014936,0.08864,0.044086,0.045383,0.089334,0.051051,0.031623,0.088693,0.06132,,,,,,
3653,30.441667,0.026171,0.089709,0.029982,0.014938,0.088633,0.044084,0.045395,0.089347,0.051048,0.031625,0.088698,0.061314,,,,,,
3654,30.45,0.026171,0.089711,0.029983,0.01494,0.088636,0.044085,0.045398,0.089342,0.051051,0.031628,0.088691,0.061308,,,,,,
3655,30.458333,0.026172,0.089716,0.029984,0.014938,0.088634,0.044083,0.045392,0.089336,0.051044,0.031623,0.08869,0.061312,,,,,,
3656,30.466667,0.026165,0.089702,0.029981,0.014938,0.088636,0.044083,0.045387,0.089325,0.051045,0.031619,0.088691,0.061308,,,,,,
3657,30.475,0.02617,0.089706,0.029982,0.01494,0.08864,0.044083,0.045393,0.089333,0.051056,0.031625,0.088695,0.061316,,,,,,
3658,30.483333,0.026168,0.089701,0.029977,0.014943,0.088638,0.044075,0.045402,0.08933,0.051053,0.031631,0.088694,0.061313,,,,,,
3659,30.491667,0.026173,0.089702,0.029974,0.014943,0.08864,0.044073,0.045394,0.089331,0.051047,0.031629,0.088699,0.061308,,,,,,
3660,30.5,0.026169,0.089706,0.029971,0.01494,0.088639,0.044068,0.045392,0.089324,0.051043,0.031632,0.088698,0.061306,,,,,,
3661,30.508333,0.026172,0.089704,0.029966,0.014945,0.088639,0.044071,0.045397,0.089339,0.051048,0.031628,0.088698,0.061306,,,,,,
3662,30.516667,0.026173,0.089697,0.029968,0.014941,0.088639,0.044068,0.045407,0.08934,0.051041,0.031629,0.088704,0.061305,,,,,,
3663,30.525,0.026171,0.0897,0.02996,0.014944,0.088639,0.044066,0.045407,0.089337,0.051051,0.031639,0.088696,0.061308,,,,,,
3664,30.533333,0.026173,0.089705,0.029963,0.014945,0.088644,0.044061,0.045409,0.089332,0.051042,0.031632,0.0887,0.061305,,,,,,
3665,30.541667,0.026173,0.089699,0.029958,0.014945,0.088643,0.044064,0.045407,0.089337,0.051045,0.03163,0.088709,0.06131,,,,,,
3666,30.55,0.026175,0.089702,0.02995,0.014941,0.088646,0.04406,0.045415,0.08934,0.051047,0.031635,0.088705,0.061305,,,,,,
3667,30.558333,0.026175,0.089707,0.029951,0.014945,0.088643,0.044058,0.04541,0.089334,0.051048,0.031635,0.088703,0.061304,,,,,,
3668,30.566667,0.026176,0.089699,0.029945,0.014944,0.088648,0.044049,0.045409,0.089332,0.051043,0.031634,0.088702,0.061303,,,,,,
3669,30.575,0.026173,0.089702,0.029946,0.014943,0.08864,0.044048,0.045415,0.08934,0.051048,0.031634,0.088704,0.061303,,,,,,
3670,30.583333,0.026177,0.089706,0.029946,0.014947,0.08864,0.044049,0.045414,0.089336,0.051049,0.031636,0.088702,0.061302,,,,,,
3671,30.591667,0.026178,0.089703,0.029946,0.014949,0.08864,0.044043,0.045418,0.089338,0.05105,0.031638,0.088706,0.061302,,,,,,
3672,30.6,0.026174,0.089702,0.029945,0.014945,0.088644,0.044045,0.045418,0.089333,0.05104,0.031636,0.08871,0.0613,,,,,,
3673,30.608333,0.026169,0.089697,0.029938,0.014941,0.088635,0.044047,0.045414,0.089331,0.051049,0.031633,0.088703,0.061303,,,,,,
3674,30.616667,0.026162,0.089698,0.029941,0.014936,0.088642,0.044045,0.045415,0.089337,0.051047,0.031633,0.088703,0.0613,,,,,,
3675,30.625,0.026169,0.0897,0.029944,0.014934,0.088638,0.044044,0.045407,0.08933,0.051042,0.031631,0.08871,0.061303,,,,,,
3676,30.633333,0.026166,0.089703,0.02994,0.014937,0.08864,0.044039,0.04541,0.089333,0.051046,0.031637,0.088706,0.061301,,,,,,
3677,30.641667,0.026163,0.089705,0.02994,0.014936,0.08864,0.044038,0.045408,0.089336,0.051039,0.031636,0.088701,0.061295,,,,,,
3678,30.65,0.026165,0.089702,0.029933,0.014934,0.088639,0.044034,0.045416,0.089338,0.051039,0.031632,0.0887,0.061293,,,,,,
3679,30.658333,0.026163,0.089699,0.029936,0.014937,0.088642,0.044039,0.045417,0.089338,0.051045,0.031637,0.088703,0.061299,,,,,,
3680,30.666667,0.026163,0.0897,0.029934,0.014936,0.088643,0.044034,0.04542,0.089338,0.051045,0.03164,0.088702,0.061298,,,,,,
3681,30.675,0.026165,0.089701,0.029934,0.014937,0.088642,0.044033,0.045422,0.089331,0.051046,0.031636,0.088708,0.061301,,,,,,
3682,30.683333,0.026167,0.089698,0.029929,0.014934,0.088645,0.044033,0.045418,0.089343,0.051054,0.031631,0.088709,0.061297,,,,,,
3683,30.691667,0.026166,0.0897,0.029929,0.014937,0.088642,0.044029,0.045431,0.089349,0.051044,0.031633,0.088706,0.061299,,,,,,
3684,30.7,0.026167,0.0897,0.029931,0.014936,0.088644,0.044034,0.045418,0.089328,0.051044,0.031637,0.088706,0.061299,,,,,,
3685,30.708333,0.026172,0.089695,0.029919,0.014937,0.08864,0.044025,0.045434,0.089343,0.051048,0.031642,0.088709,0.061297,,,,,,
3686,30.716667,0.026169,0.089699,0.029921,0.014937,0.088646,0.044025,0.045423,0.089335,0.051044,0.031639,0.088709,0.061295,,,,,,
3687,30.725,0.026172,0.089697,0.029916,0.014938,0.088645,0.044021,0.045432,0.089338,0.051039,0.031643,0.088708,0.061293,,,,,,
3688,30.733333,0.026173,0.089701,0.02992,0.014938,0.088647,0.044018,0.045441,0.089345,0.051042,0.031644,0.088711,0.061292,,,,,,
3689,30.741667,0.026176,0.089699,0.029912,0.014938,0.088643,0.044017,0.045436,0.089341,0.051045,0.031642,0.088712,0.061294,,,,,,
3690,30.75,0.02617,0.089698,0.029914,0.01494,0.088643,0.044021,0.045429,0.089331,0.051043,0.031634,0.088714,0.06129,,,,,,
3691,30.758333,0.026171,0.089698,0.029916,0.014939,0.088643,0.044017,0.045425,0.089331,0.051041,0.031639,0.088717,0.061288,,,,,,
3692,30.766667,0.026171,0.089694,0.029913,0.01493,0.088647,0.044013,0.045437,0.089351,0.051045,0.031643,0.088712,0.061293,,,,,,
3693,30.775,0.026172,0.089694,0.02991,0.014934,0.088649,0.044012,0.045439,0.089344,0.051042,0.031639,0.088714,0.061289,,,,,,
3694,30.783333,0.026169,0.089693,0.029911,0.014933,0.08865,0.044014,0.045437,0.089335,0.051041,0.031637,0.088714,0.061285,,,,,,
3695,30.791667,0.026171,0.089697,0.029903,0.014937,0.088649,0.04401,0.045434,0.089335,0.051043,0.031639,0.088713,0.061291,,,,,,
3696,30.8,0.026179,0.089697,0.029909,0.01494,0.088653,0.044015,0.045444,0.089345,0.051041,0.031641,0.088709,0.061288,,,,,,
3697,30.808333,0.02618,0.089696,0.029907,0.014937,0.088645,0.044011,0.045442,0.089334,0.051045,0.031643,0.088711,0.061288,,,,,,
3698,30.816667,0.026179,0.089694,0.029903,0.014941,0.088651,0.044012,0.04543,0.089331,0.051044,0.031645,0.08871,0.06129,,,,,,
3699,30.825,0.026173,0.089692,0.029902,0.014938,0.088647,0.04401,0.045436,0.089334,0.051044,0.031642,0.088716,0.061287,,,,,,
3700,30.833333,0.026174,0.089689,0.0299,0.014938,0.088649,0.044009,0.045435,0.089335,0.051042,0.03164,0.088716,0.061286,,,,,,
3701,30.841667,0.026174,0.089692,0.0299,0.014938,0.088652,0.044008,0.045442,0.089337,0.051035,0.031643,0.08871,0.061281,,,,,,
3702,30.85,0.026177,0.089689,0.029893,0.014937,0.088652,0.044001,0.045446,0.089338,0.051032,0.031647,0.088713,0.061282,,,,,,
3703,30.858333,0.026174,0.089689,0.029892,0.014937,0.088651,0.044003,0.045443,0.089337,0.051034,0.031644,0.088718,0.061277,,,,,,
3704,30.866667,0.026176,0.089691,0.029892,0.01494,0.088655,0.044004,0.045436,0.089331,0.051033,0.031654,0.088718,0.061278,,,,,,
3705,30.875,0.026178,0.089689,0.029891,0.014939,0.088654,0.044001,0.045448,0.089337,0.051042,0.031649,0.088716,0.061281,,,,,,
3706,30.883333,0.026181,0.089693,0.029891,0.01494,0.08865,0.044002,0.045441,0.089328,0.051044,0.031648,0.088715,0.061285,,,,,,
3707,30.891667,0.026178,0.089689,0.02989,0.014936,0.088657,0.044,0.045436,0.089326,0.051042,0.031649,0.088717,0.06128,,,,,,
3708,30.9,0.026183,0.08969,0.029892,0.014932,0.088653,0.043999,0.045441,0.089326,0.051044,0.031644,0.088721,0.061275,,,,,,
3709,30.908333,0.02618,0.08969,0.029892,0.014939,0.088654,0.044001,0.045442,0.089327,0.05104,0.031648,0.088721,0.061279,,,,,,
3710,30.916667,0.026183,0.089688,0.029886,0.014941,0.088653,0.043995,0.045453,0.089333,0.051038,0.031651,0.088716,0.061272,,,,,,
3711,30.925,0.026184,0.089687,0.029878,0.014941,0.088651,0.043989,0.04545,0.089328,0.051029,0.031651,0.088722,0.061274,,,,,,
3712,30.933333,0.026183,0.089682,0.029878,0.01494,0.088655,0.043988,0.045448,0.089329,0.05103,0.031654,0.08872,0.061273,,,,,,
3713,30.941667,0.026188,0.089689,0.029877,0.01494,0.088659,0.043989,0.045452,0.089327,0.051039,0.031649,0.088723,0.061276,,,,,,
3714,30.95,0.02618,0.089684,0.02988,0.014937,0.088663,0.043985,0.045447,0.089333,0.051035,0.031644,0.08872,0.061272,,,,,,
3715,30.958333,0.026181,0.089685,0.029873,0.014939,0.08866,0.043987,0.045447,0.089327,0.051032,0.031648,0.088729,0.061267,,,,,,
3716,30.966667,0.026182,0.08968,0.029874,0.01494,0.088655,0.043984,0.045445,0.089337,0.051032,0.031642,0.088723,0.061271,,,,,,
3717,30.975,0.026181,0.089683,0.029873,0.014937,0.088662,0.043983,0.045449,0.089337,0.051034,0.03165,0.088726,0.06127,,,,,,
3718,30.983333,0.026181,0.089684,0.029871,0.014942,0.088662,0.043982,0.045454,0.089335,0.051035,0.031648,0.088725,0.061269,,,,,,
3719,30.991667,0.02618,0.089683,0.029869,0.014941,0.088659,0.043976,0.045454,0.08933,0.051031,0.031652,0.088724,0.061271,,,,,,
3720,31,0.026188,0.08968,0.029867,0.01494,0.088659,0.043979,0.045457,0.089336,0.051035,0.031649,0.088723,0.061272,,,,,,
3721,31.008333,0.026185,0.089681,0.029868,0.014941,0.088664,0.043977,0.045456,0.089333,0.051035,0.03165,0.088724,0.061267,,,,,,
3722,31.016667,0.026189,0.089681,0.029866,0.014947,0.088667,0.043976,0.045448,0.089319,0.051035,0.031655,0.088732,0.061273,,,,,,
3723,31.025,0.026189,0.089672,0.029864,0.01494,0.088666,0.043975,0.045454,0.089325,0.051037,0.031651,0.088729,0.06127,,,,,,
3724,31.033333,0.026186,0.089678,0.029859,0.014939,0.088667,0.043976,0.045445,0.089326,0.051035,0.031652,0.088726,0.061271,,,,,,
3725,31.041667,0.026185,0.089676,0.029859,0.014931,0.088661,0.043969,0.045454,0.089325,0.051028,0.031648,0.088728,0.061266,,,,,,
3726,31.05,0.026183,0.089682,0.029862,0.014941,0.088662,0.043966,0.04546,0.089332,0.051034,0.031654,0.08873,0.061267,,,,,,
3727,31.058333,0.026184,0.089679,0.029856,0.014944,0.08866,0.043965,0.045458,0.089327,0.051029,0.03165,0.088733,0.061263,,,,,,
3728,31.066667,0.026186,0.089679,0.029852,0.014941,0.088664,0.043967,0.045459,0.089333,0.051031,0.03165,0.088732,0.061264,,,,,,
3729,31.075,0.026184,0.089681,0.029856,0.014941,0.088664,0.043965,0.045463,0.089329,0.051028,0.03165,0.088731,0.06126,,,,,,
3730,31.083333,0.02619,0.089674,0.029852,0.014942,0.088659,0.043963,0.045462,0.089331,0.051037,0.031648,0.088731,0.061267,,,,,,
3731,31.091667,0.026188,0.089673,0.029854,0.01494,0.088665,0.043964,0.045457,0.089322,0.051033,0.031651,0.088736,0.061268,,,,,,
3732,31.1,0.02619,0.089674,0.029852,0.014937,0.088662,0.043963,0.045467,0.089327,0.051037,0.03165,0.088728,0.061267,,,,,,
3733,31.108333,0.026189,0.089674,0.029853,0.014935,0.088663,0.043963,0.045462,0.089325,0.051035,0.031655,0.088734,0.061269,,,,,,
3734,31.116667,0.026188,0.089677,0.029852,0.014937,0.088665,0.043963,0.045463,0.089328,0.051032,0.031649,0.088731,0.061269,,,,,,
3735,31.125,0.026187,0.089674,0.029851,0.014939,0.088661,0.043956,0.045457,0.089322,0.051028,0.03165,0.088731,0.061266,,,,,,
3736,31.133333,0.026188,0.089676,0.029842,0.014939,0.088665,0.043953,0.045465,0.089326,0.051027,0.031652,0.088735,0.061264,,,,,,
3737,31.141667,0.026188,0.089675,0.029844,0.014939,0.088665,0.043954,0.045464,0.089328,0.051031,0.03166,0.088731,0.061263,,,,,,
3738,31.15,0.026188,0.089677,0.029844,0.014936,0.088668,0.043955,0.04547,0.089332,0.051028,0.03165,0.088729,0.06126,,,,,,
3739,31.158333,0.026187,0.089673,0.029841,0.014942,0.088662,0.043956,0.045462,0.089315,0.051034,0.031652,0.088735,0.06126,,,,,,
3740,31.166667,0.026186,0.089677,0.029842,0.014941,0.088666,0.04395,0.045464,0.089326,0.051027,0.031652,0.088732,0.061262,,,,,,
3741,31.175,0.026186,0.089674,0.029841,0.014939,0.088661,0.043951,0.045469,0.089325,0.051029,0.031655,0.088726,0.061264,,,,,,
3742,31.183333,0.026185,0.08967,0.029843,0.014936,0.088666,0.043954,0.045466,0.089329,0.051027,0.031661,0.088729,0.061261,,,,,,
3743,31.191667,0.026184,0.089672,0.02984,0.014935,0.088664,0.043948,0.045476,0.089329,0.05103,0.031654,0.088735,0.061268,,,,,,
3744,31.2,0.02619,0.089674,0.02984,0.014939,0.088667,0.043952,0.045471,0.089322,0.051032,0.031659,0.088729,0.06126,,,,,,
3745,31.208333,0.026183,0.089676,0.029841,0.014938,0.088665,0.043952,0.045465,0.08932,0.051027,0.031655,0.088735,0.06126,,,,,,
3746,31.216667,0.026181,0.089675,0.029839,0.014938,0.088661,0.043949,0.045463,0.089316,0.051029,0.031656,0.088731,0.061265,,,,,,
3747,31.225,0.026174,0.089676,0.029837,0.014938,0.088662,0.043954,0.045455,0.089322,0.051031,0.031658,0.088729,0.061265,,,,,,
3748,31.233333,0.026173,0.089672,0.029835,0.014935,0.088662,0.043952,0.045462,0.089326,0.05103,0.03165,0.088731,0.061261,,,,,,
3749,31.241667,0.026164,0.089678,0.029838,0.014923,0.088664,0.043952,0.045462,0.089332,0.051026,0.031653,0.088732,0.061256,,,,,,
3750,31.25,0.026163,0.089681,0.02984,0.014916,0.088664,0.043953,0.045461,0.089328,0.051028,0.031649,0.088727,0.061265,,,,,,
3751,31.258333,0.026155,0.089678,0.029845,0.014913,0.088659,0.043961,0.045448,0.089322,0.05103,0.031646,0.088724,0.061265,,,,,,
3752,31.266667,0.026156,0.089686,0.029848,0.014912,0.088658,0.043967,0.045452,0.089329,0.051029,0.03165,0.08872,0.061266,,,,,,
3753,31.275,0.026155,0.089677,0.029848,0.014912,0.088661,0.043964,0.045448,0.089328,0.051035,0.031647,0.088721,0.061262,,,,,,
3754,31.283333,0.026151,0.089679,0.029841,0.014915,0.088664,0.04396,0.045459,0.089337,0.051032,0.031648,0.088724,0.061262,,,,,,
3755,31.291667,0.026152,0.089678,0.029844,0.014918,0.088658,0.043957,0.04546,0.089331,0.051029,0.031649,0.088723,0.061263,,,,,,
3756,31.3,0.026158,0.089685,0.029839,0.01492,0.088662,0.043958,0.045457,0.089333,0.05103,0.031645,0.088722,0.061263,,,,,,
3757,31.308333,0.026155,0.089679,0.029838,0.014917,0.088656,0.043953,0.045455,0.089328,0.051031,0.031652,0.088722,0.061259,,,,,,
3758,31.316667,0.026155,0.089673,0.029836,0.014921,0.088665,0.043957,0.045464,0.089333,0.051034,0.031652,0.088719,0.06126,,,,,,
3759,31.325,0.02615,0.089677,0.029838,0.014913,0.088667,0.043961,0.04546,0.089332,0.051035,0.031648,0.088721,0.061259,,,,,,
3760,31.333333,0.026153,0.08968,0.029833,0.014915,0.088664,0.043954,0.045455,0.089325,0.051026,0.031644,0.088721,0.061257,,,,,,
3761,31.341667,0.026157,0.089683,0.029836,0.014917,0.08866,0.043952,0.045462,0.089331,0.05103,0.031649,0.08872,0.061254,,,,,,
3762,31.35,0.026152,0.089682,0.029833,0.014912,0.08866,0.043951,0.045463,0.089328,0.051028,0.031651,0.088723,0.061262,,,,,,
3763,31.358333,0.026147,0.089679,0.029834,0.014914,0.08866,0.043955,0.045463,0.089339,0.051033,0.031655,0.088725,0.061264,,,,,,
3764,31.366667,0.02615,0.089678,0.029834,0.014913,0.088661,0.043953,0.045459,0.089322,0.051031,0.031652,0.088725,0.061262,,,,,,
3765,31.375,0.026147,0.089679,0.029832,0.014917,0.088659,0.043951,0.04546,0.089323,0.05103,0.031653,0.088723,0.061261,,,,,,
3766,31.383333,0.026147,0.08968,0.02983,0.014918,0.08866,0.043951,0.045466,0.089327,0.051032,0.031649,0.088717,0.061259,,,,,,
3767,31.391667,0.026142,0.089676,0.029829,0.014905,0.088665,0.04395,0.045463,0.089331,0.051031,0.031649,0.088722,0.061257,,,,,,
3768,31.4,0.026137,0.08968,0.029831,0.014905,0.08866,0.043952,0.045457,0.089331,0.051031,0.031648,0.088717,0.061257,,,,,,
3769,31.408333,0.026143,0.089683,0.029831,0.014906,0.088661,0.043958,0.045458,0.089325,0.051033,0.031649,0.088714,0.061261,,,,,,
3770,31.416667,0.026127,0.089681,0.029833,0.014904,0.088655,0.043962,0.045447,0.089321,0.051034,0.031647,0.088713,0.06126,,,,,,
3771,31.425,0.026121,0.089685,0.029838,0.0149,0.088656,0.043961,0.045449,0.08933,0.051034,0.031645,0.088707,0.061263,,,,,,
3772,31.433333,0.026117,0.089676,0.029837,0.014899,0.088654,0.043965,0.045453,0.089344,0.05103,0.031645,0.088705,0.061263,,,,,,
3773,31.441667,0.026113,0.089683,0.029835,0.014899,0.088662,0.043965,0.045459,0.089343,0.05104,0.031638,0.088711,0.061261,,,,,,
3774,31.45,0.026114,0.089683,0.029831,0.014897,0.088662,0.04396,0.045439,0.089325,0.051033,0.031632,0.088717,0.061256,,,,,,
3775,31.458333,0.026119,0.089679,0.029823,0.014895,0.088662,0.043954,0.045431,0.089311,0.051021,0.031642,0.088709,0.061251,,,,,,
3776,31.466667,0.026129,0.08968,0.029819,0.0149,0.088664,0.043952,0.045448,0.089326,0.05102,0.031641,0.088713,0.061255,,,,,,
3777,31.475,0.026124,0.089676,0.029815,0.014906,0.088665,0.043948,0.045461,0.089331,0.051019,0.031641,0.088709,0.061247,,,,,,
3778,31.483333,0.026133,0.089681,0.029811,0.014909,0.088661,0.043945,0.045462,0.089332,0.051015,0.03165,0.088712,0.061244,,,,,,
3779,31.491667,0.026128,0.089685,0.029815,0.014905,0.088664,0.043945,0.045464,0.08933,0.05102,0.031646,0.088716,0.061246,,,,,,
3780,31.5,0.026125,0.089683,0.029819,0.014905,0.088664,0.043949,0.045451,0.089316,0.051029,0.031643,0.088712,0.061251,,,,,,
3781,31.508333,0.026126,0.089675,0.029822,0.014898,0.08866,0.04395,0.045456,0.089326,0.051032,0.031642,0.088706,0.061252,,,,,,
3782,31.516667,0.026127,0.089677,0.029826,0.014896,0.088662,0.043956,0.045447,0.089321,0.051031,0.031636,0.088713,0.061258,,,,,,
3783,31.525,0.026127,0.089677,0.029814,0.014896,0.088669,0.043947,0.04545,0.089327,0.051027,0.031637,0.088716,0.061251,,,,,,
3784,31.533333,0.026128,0.089685,0.029812,0.014895,0.088668,0.043943,0.045457,0.089331,0.05103,0.031642,0.088716,0.061252,,,,,,
3785,31.541667,0.026129,0.089685,0.029812,0.014903,0.088673,0.043942,0.045456,0.089332,0.051027,0.031638,0.088715,0.061253,,,,,,
3786,31.55,0.026138,0.089682,0.029812,0.014906,0.088661,0.043939,0.045466,0.089329,0.051026,0.031643,0.088713,0.061249,,,,,,
